name,affiliation,departments,email,website,interests,title,year,venue,coauthor_1
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,AI-Supported Language Education Beyond ChatGPT,2024,"Studies in Chinese Learning and Teaching 9 (1), 1-14, 2024",Shahriar Shahriari
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,The 80/20 Rule in the Era of Artificial Intelligence,2024,"International Chinese Learning and Teaching Resources 1 (1), 161-167, 2024",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,U.S. College Students’ Decision Making on Study Abroad after the COVID-19 Pandemic,2023,"Studies in Chinese Learning and Teaching 9 (1), 108-129, 2023",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,Instructional Effects on Acquisition of Chinese Pragmatics,2020,"Studies in Chinese Learning and Teaching, 1-28, 2020",Pierangelo De Pace
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,华裔和非华裔学习者对汉语模糊表达的语用理解,2015,"Chinese as a Second Language Research 4 (2), 271-294, 2015",Franklin Marsh
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,交际能力模型中语际语用能力发展研究述论,2015,"华文教学与研究, 41-50, 2015",
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,"Book review: Pavel Trofimovich and Kim McDonough (Eds.), Applying priming methods to L2 learning, teaching and research: Insights from psycholinguistics",2013,"Language Teaching Research 17 (2), 269-271, 2013",G. Gabrielle Starr
Feng Xiao,Pomona College,Asian Languages & Literatures,@pomona.edu,https://www.pomona.edu/directory/people/feng-xiao,Pragmatics;AI-Enhanced Learning;ICALL;Chinese Linguistics,"Copyright© 2014, ISSN 1094-3501 53 REVIEW OF TECHNOLOGY IN INTERLANGUAGE PRAGMATICS RESEARCH AND TEACHING",0,,
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"The Babylon Complex: Theopolitical Fantasies of War, Sex, and Sovereignty",2014,"Fordham Univ Press, 2014",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Changing Subjects: Gender, Nation and Future in Micah",2001,"A&C Black, 2001",Matt Sazinsky
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,How hysterical: Identification and resistance in the Bible and film,2003,"Springer, 2003",Jane Liu
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,From Disgust to Humor: Rahab’s Queer Affect,2008,"Postscripts: The Journal of Sacred Texts and Contemporary Worlds 4 (1), 41, 2008",Franklin Marsh
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Religion, emotion, sensation: Affect theories and theologies",2019,"Fordham University Press, 2019",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Theologico-political resonance: Carl Schmitt between the Neocons and the Theonomists,2007,"differences 18 (3), 43-80, 2007",Eleanor Birrell
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,To love the Lord. An intertextual reading of John 20,1999,"The labour of reading, 53-69, 1999",Michael Diercks
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Zion in burning:"" Gender fuck"" in Micah",1998,"Semeia, 225, 1998",Colin J. Beck
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Queering the Beast: The Antichrists' Gay Wedding,2016,"Queering the Non/Human, 79-110, 2016",G. Gabrielle Starr
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Biblical Promise and Threat in US Imperialist Rhetoric, Before and After 9/11",2004,"Interventions: Activists and Academics Respond to Violence, 71-88, 2004",Joseph C. Osborn
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Desiring war: apocalypse, commodity fetish, and the end of history",2011,"The Bible and Critical Theory 1 (1), 2011",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Violence and the Economy of Desire in Ezekiel 16.1–45,2001,"A Feminist Companion to Daniel and the Prophets, 156-69, 2001",Michael Diercks
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,The Temptation of Noah: The Debate about Patriarchal Violence in Darren Aronofsky’s Noah,2015,"The Bible in Motion: A Handbook of the Bible and its Reception in Film, Part …, 2015",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Student learning outcomes for biblical studies in the liberal arts,2012,"Teaching Theology & Religion 15 (3), 262-283, 2012",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Detranscendentalizing decisionism: political theology after Gayatri Spivak,2009,"Journal of Feminist Studies in Religion 25 (2), 67-85, 2009",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Inherited Crypts of the Wife/Mother: Ang Lee's Hulk Meets Zechariah 5: 5–11 in Contemporary Apocalyptic Discourse,2006,"Biblical interpretation 14 (1-2), 127-142, 2006",Nicholas D. Ball
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Tolerating Babel: The Bible, Film, and the Family in US Biopolitics1",2010,"Religious Studies and Theology 29 (2), 143, 2010",Alexandra Papoutsaki
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Refusal to Mourn: US National Melancholia and its Prophetic Precursors,2005,"Postscripts: The Journal of Sacred Texts and Contemporary Worlds 1, 9-45, 2005",Samuel Thomas
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"The labour of reading: desire, alienation, and biblical interpretation",1999,"(No Title), 1999",Erica Flapan
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Playing it again: utopia, contradiction, hybrid space and the bright future in Micah",1999,"The labour of reading, 285-300, 1999",Johanna Hardin
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"A Feminist, Metonymic, Spinozan Reading of Psalm 139",2017,"The Bible and Feminism: Remapping the Field, 296, 2017",Karen Parfitt
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Biobible: Biblical Provocations to Biocapital in the US Culture Wars,2016,"The Bible and Critical Theory 12 (2), 2016",Adam R. Pearson
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Political Theologies of the Surveilled Womb?,2015,"Political Theology 16 (4), 301-304, 2015",Jingyi Li
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Son of Man and resistance to US imperialism,2013,"Walsh, R., Staley, J. & Reinhartz, A.(eds.), 178-191, 2013",Samuel Thomas
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Rebel Trash, Bad Objects, Prison Hell: Isaiah 66 and the Affect of Discord",2022,"Postscripts 13 (1), 7, 2022",Samuel Thomas
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Psychoanalytic Mediations between Marxist and Postcolonial Reading of the Bible,2016,"SBL Press, 2016",Dwight Whitaker
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Prophetic Affect and the Promise of Change: A Response,2011,"Jeremiah (dis) placed, 235-242, 2011",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Empire's Allure: Babylon and the Exception to Law in Two Conservative Discourses,2009,"Journal of the American Academy of Religion 77 (3), 680-711, 2009",Kim Bruce
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Immobile Theologies, Carceral Affects: Interest and Debt in Faith-Based Prison Programs",2020,"Religion, emotion, sensation, 55-84, 2020",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,The Bible as Biopolitics in Obergefell v. Hodges: Theopolitical Subtexts and the Economic Management of Democracy,2016,"political theology 17 (5), 465-485, 2016",David Tanenbaum
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Zion is Burning: Genderfuck and Hybridity in Micah and Paris Is Burning,2003,"How Hysterical: Identification and Resistance in the Bible and Film, 93-114, 2003",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Carceral sacrificonomics in the time of pandemic,2021,"Critical Research on Religion 9 (1), 98-102, 2021",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,"Palpable Traumas, Tactile Texts, and the Powerful Reach of Scripture",2019,"Reading with Feeling: Affect Theory and the Bible, 175-86, 2019",Charles J Taylor
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,More Than Global Citizenship: How Religious Studies Expands Participation in Global Communities,2016,"Oxford University Press, 2016",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Babel and the Fear of Same-Sex Marriage: Mapping Conservative Constellations,2014,"Journal of the Bible and its Reception 1 (1), 47-65, 2014",
Erin Runions,"Professor of Religious Studies, Pomona College",Religious Studies,@pomona.edu,https://www.pomona.edu/directory/people/erin-m-runions,biblical studies;biblical reception;gender and sexuality studies;critical carceral studies,Panopticon gone mad? Staged lives and academic disciplines,2006,"The Recycled Bible, 185-193, 2006",Pierangelo De Pace
